瘤痢,瘤痢疙,老矫,老碍荐樊(mm)
846,措备辑备,2017-01-08,0
846,措备辑备,2017-01-09,0
846,措备辑备,2017-01-10,0
846,措备辑备,2017-01-11,0
846,措备辑备,2017-01-12,0
846,措备辑备,2017-01-13,0
846,措备辑备,2017-01-14,0
846,措备辑备,2017-01-15,0
846,措备辑备,2017-01-16,0
846,措备辑备,2017-01-17,0
846,措备辑备,2017-01-18,0
846,措备辑备,2017-01-19,0
846,措备辑备,2017-01-20,0
846,措备辑备,2017-01-21,0
846,措备辑备,2017-01-22,0
846,措备辑备,2017-01-23,0
846,措备辑备,2017-01-24,0
846,措备辑备,2017-01-25,0
846,措备辑备,2017-01-26,0
846,措备辑备,2017-01-27,0
846,措备辑备,2017-01-28,0
846,措备辑备,2017-01-29,0
846,措备辑备,2017-01-30,.5
846,措备辑备,2017-01-31,0
846,措备辑备,2017-02-01,0
846,措备辑备,2017-02-02,0
846,措备辑备,2017-02-03,0
846,措备辑备,2017-02-04,0
846,措备辑备,2017-02-05,1.5
846,措备辑备,2017-02-06,0
846,措备辑备,2017-02-07,0
846,措备辑备,2017-02-08,0
846,措备辑备,2017-02-09,0
846,措备辑备,2017-02-10,0
846,措备辑备,2017-02-11,0
846,措备辑备,2017-02-12,0
846,措备辑备,2017-02-13,0
846,措备辑备,2017-02-14,0
846,措备辑备,2017-02-15,0
846,措备辑备,2017-02-16,0
846,措备辑备,2017-02-17,0
846,措备辑备,2017-02-18,0
846,措备辑备,2017-02-19,0
846,措备辑备,2017-02-20,4.5
846,措备辑备,2017-02-21,0
846,措备辑备,2017-02-22,22.5
846,措备辑备,2017-02-23,0
846,措备辑备,2017-02-24,0
846,措备辑备,2017-02-25,0
846,措备辑备,2017-02-26,0
846,措备辑备,2017-02-27,0
846,措备辑备,2017-02-28,0
846,措备辑备,2017-03-01,1
846,措备辑备,2017-03-02,5
846,措备辑备,2017-03-03,0
846,措备辑备,2017-03-04,0
846,措备辑备,2017-03-05,0
846,措备辑备,2017-03-06,0
846,措备辑备,2017-03-07,0
846,措备辑备,2017-03-08,0
846,措备辑备,2017-03-09,0
846,措备辑备,2017-03-10,0
846,措备辑备,2017-03-11,0
846,措备辑备,2017-03-12,0
846,措备辑备,2017-03-13,0
846,措备辑备,2017-03-14,0
846,措备辑备,2017-03-15,0
846,措备辑备,2017-03-16,0
846,措备辑备,2017-03-17,0
846,措备辑备,2017-03-18,0
846,措备辑备,2017-03-19,0
846,措备辑备,2017-03-20,5.5
846,措备辑备,2017-03-21,3.5
846,措备辑备,2017-03-22,0
846,措备辑备,2017-03-23,0
846,措备辑备,2017-03-24,0
846,措备辑备,2017-03-25,14.5
846,措备辑备,2017-03-26,1
846,措备辑备,2017-03-27,0
846,措备辑备,2017-03-28,0
846,措备辑备,2017-03-29,1.5
846,措备辑备,2017-03-30,0
846,措备辑备,2017-03-31,1.5
846,措备辑备,2017-04-01,4.5
846,措备辑备,2017-04-02,0
846,措备辑备,2017-04-03,0
846,措备辑备,2017-04-04,0
846,措备辑备,2017-04-05,6
846,措备辑备,2017-04-06,5.5
846,措备辑备,2017-04-07,0
846,措备辑备,2017-04-08,0
846,措备辑备,2017-04-09,0
846,措备辑备,2017-04-10,2.5
846,措备辑备,2017-04-11,18.5
846,措备辑备,2017-04-12,0
846,措备辑备,2017-04-13,0
846,措备辑备,2017-04-14,0
846,措备辑备,2017-04-15,0
846,措备辑备,2017-04-16,0
846,措备辑备,2017-04-17,12.5
846,措备辑备,2017-04-18,3.5
846,措备辑备,2017-04-19,0
846,措备辑备,2017-04-20,1
846,措备辑备,2017-04-21,0
846,措备辑备,2017-04-22,0
846,措备辑备,2017-04-23,0
846,措备辑备,2017-04-24,0
846,措备辑备,2017-04-25,0
846,措备辑备,2017-04-26,2
846,措备辑备,2017-04-27,0
846,措备辑备,2017-04-28,0
846,措备辑备,2017-04-29,0
846,措备辑备,2017-04-30,0
846,措备辑备,2017-05-01,0
846,措备辑备,2017-05-02,0
846,措备辑备,2017-05-03,0
846,措备辑备,2017-05-04,0
846,措备辑备,2017-05-05,15.5
846,措备辑备,2017-05-06,0
846,措备辑备,2017-05-07,0
846,措备辑备,2017-05-08,0
846,措备辑备,2017-05-09,17
846,措备辑备,2017-05-10,0
846,措备辑备,2017-05-11,0
846,措备辑备,2017-05-12,.5
846,措备辑备,2017-05-13,0
846,措备辑备,2017-05-14,0
846,措备辑备,2017-05-15,0
846,措备辑备,2017-05-16,0
846,措备辑备,2017-05-17,0
846,措备辑备,2017-05-18,0
846,措备辑备,2017-05-19,0
846,措备辑备,2017-05-20,0
846,措备辑备,2017-05-21,0
846,措备辑备,2017-05-22,0
846,措备辑备,2017-05-23,0
846,措备辑备,2017-05-24,0
846,措备辑备,2017-05-25,0
846,措备辑备,2017-05-26,0
846,措备辑备,2017-05-27,0
846,措备辑备,2017-05-28,0
846,措备辑备,2017-05-29,0
846,措备辑备,2017-05-30,0
846,措备辑备,2017-05-31,0
846,措备辑备,2017-06-01,0
846,措备辑备,2017-06-02,0
846,措备辑备,2017-06-03,0
846,措备辑备,2017-06-04,0
846,措备辑备,2017-06-05,0
846,措备辑备,2017-06-06,2
846,措备辑备,2017-06-07,.5
846,措备辑备,2017-06-08,0
846,措备辑备,2017-06-09,0
846,措备辑备,2017-06-10,0
846,措备辑备,2017-06-11,0
846,措备辑备,2017-06-12,0
846,措备辑备,2017-06-13,3.5
846,措备辑备,2017-06-14,0
846,措备辑备,2017-06-15,0
846,措备辑备,2017-06-16,0
846,措备辑备,2017-06-17,0
846,措备辑备,2017-06-18,0
846,措备辑备,2017-06-19,0
846,措备辑备,2017-06-20,3.5
846,措备辑备,2017-06-21,.5
846,措备辑备,2017-06-22,0
846,措备辑备,2017-06-23,0
846,措备辑备,2017-06-24,0
846,措备辑备,2017-06-25,62.5
846,措备辑备,2017-06-26,30
846,措备辑备,2017-06-27,0
846,措备辑备,2017-06-28,0
846,措备辑备,2017-06-29,0
846,措备辑备,2017-06-30,0
846,措备辑备,2017-07-01,0
846,措备辑备,2017-07-02,1.5
846,措备辑备,2017-07-03,.5
846,措备辑备,2017-07-04,0
846,措备辑备,2017-07-05,0
846,措备辑备,2017-07-06,0
846,措备辑备,2017-07-07,.5
846,措备辑备,2017-07-08,12
846,措备辑备,2017-07-09,.5
846,措备辑备,2017-07-10,0
846,措备辑备,2017-07-11,0
846,措备辑备,2017-07-12,0
846,措备辑备,2017-07-13,0
846,措备辑备,2017-07-14,2.5
846,措备辑备,2017-07-15,7
846,措备辑备,2017-07-16,0
846,措备辑备,2017-07-17,9.5
846,措备辑备,2017-07-18,0
846,措备辑备,2017-07-19,0
846,措备辑备,2017-07-20,0
846,措备辑备,2017-07-21,0
846,措备辑备,2017-07-22,0
846,措备辑备,2017-07-23,0
846,措备辑备,2017-07-24,28
846,措备辑备,2017-07-25,9
846,措备辑备,2017-07-26,0
846,措备辑备,2017-07-27,0
846,措备辑备,2017-07-28,0
846,措备辑备,2017-07-29,17.5
846,措备辑备,2017-07-30,0
846,措备辑备,2017-07-31,16
846,措备辑备,2017-08-01,4.5
846,措备辑备,2017-08-02,0
846,措备辑备,2017-08-03,0
846,措备辑备,2017-08-04,0
846,措备辑备,2017-08-05,0
846,措备辑备,2017-08-06,0
846,措备辑备,2017-08-07,0
846,措备辑备,2017-08-08,0
846,措备辑备,2017-08-09,6.5
846,措备辑备,2017-08-10,13
846,措备辑备,2017-08-11,0
846,措备辑备,2017-08-12,0
846,措备辑备,2017-08-13,0
846,措备辑备,2017-08-14,56
846,措备辑备,2017-08-15,10
846,措备辑备,2017-08-16,5
846,措备辑备,2017-08-17,13
846,措备辑备,2017-08-18,2
846,措备辑备,2017-08-19,12
846,措备辑备,2017-08-20,1
846,措备辑备,2017-08-21,10
846,措备辑备,2017-08-22,1
846,措备辑备,2017-08-23,0
846,措备辑备,2017-08-24,1
846,措备辑备,2017-08-25,1
846,措备辑备,2017-08-26,0
846,措备辑备,2017-08-27,0
846,措备辑备,2017-08-28,0
846,措备辑备,2017-08-29,0
846,措备辑备,2017-08-30,0
846,措备辑备,2017-08-31,0
846,措备辑备,2017-09-01,0
846,措备辑备,2017-09-02,0
846,措备辑备,2017-09-03,0
846,措备辑备,2017-09-04,0
846,措备辑备,2017-09-05,2
846,措备辑备,2017-09-06,6.5
846,措备辑备,2017-09-07,.5
846,措备辑备,2017-09-08,0
846,措备辑备,2017-09-09,0
846,措备辑备,2017-09-10,0
846,措备辑备,2017-09-11,45.5
846,措备辑备,2017-09-12,0
846,措备辑备,2017-09-13,0
846,措备辑备,2017-09-14,0
846,措备辑备,2017-09-15,0
846,措备辑备,2017-09-16,0
846,措备辑备,2017-09-17,0
846,措备辑备,2017-09-18,0
846,措备辑备,2017-09-19,0
846,措备辑备,2017-09-20,0
846,措备辑备,2017-09-21,0
846,措备辑备,2017-09-22,0
846,措备辑备,2017-09-23,0
846,措备辑备,2017-09-24,0
846,措备辑备,2017-09-25,0
846,措备辑备,2017-09-26,0
846,措备辑备,2017-09-27,63
846,措备辑备,2017-09-28,0
846,措备辑备,2017-09-29,0
846,措备辑备,2017-09-30,0
846,措备辑备,2017-10-01,3.5
846,措备辑备,2017-10-02,19
846,措备辑备,2017-10-03,0
846,措备辑备,2017-10-04,0
846,措备辑备,2017-10-05,0
846,措备辑备,2017-10-06,8.5
846,措备辑备,2017-10-07,0
846,措备辑备,2017-10-08,0
846,措备辑备,2017-10-09,0
846,措备辑备,2017-10-10,0
846,措备辑备,2017-10-11,0
846,措备辑备,2017-10-12,28
846,措备辑备,2017-10-13,0
846,措备辑备,2017-10-14,0
846,措备辑备,2017-10-15,0
846,措备辑备,2017-10-16,0
846,措备辑备,2017-10-17,0
846,措备辑备,2017-10-18,0
846,措备辑备,2017-10-19,0
846,措备辑备,2017-10-20,0
846,措备辑备,2017-10-21,0
846,措备辑备,2017-10-22,0
846,措备辑备,2017-10-23,0
846,措备辑备,2017-10-24,0
846,措备辑备,2017-10-25,0
846,措备辑备,2017-10-26,0
846,措备辑备,2017-10-27,0
846,措备辑备,2017-10-28,0
846,措备辑备,2017-10-29,0
846,措备辑备,2017-10-30,0
846,措备辑备,2017-10-31,0
846,措备辑备,2017-11-01,0
846,措备辑备,2017-11-02,0
846,措备辑备,2017-11-03,0
846,措备辑备,2017-11-04,0
846,措备辑备,2017-11-05,0
846,措备辑备,2017-11-06,0
846,措备辑备,2017-11-07,0
846,措备辑备,2017-11-08,0
846,措备辑备,2017-11-09,0
846,措备辑备,2017-11-10,0
846,措备辑备,2017-11-11,0
846,措备辑备,2017-11-12,0
846,措备辑备,2017-11-13,0
846,措备辑备,2017-11-14,0
846,措备辑备,2017-11-15,0
846,措备辑备,2017-11-16,0
846,措备辑备,2017-11-17,0
846,措备辑备,2017-11-18,0
846,措备辑备,2017-11-19,0
846,措备辑备,2017-11-20,0
846,措备辑备,2017-11-21,0
846,措备辑备,2017-11-22,0
846,措备辑备,2017-11-23,0
846,措备辑备,2017-11-24,0
846,措备辑备,2017-11-25,0
846,措备辑备,2017-11-26,0
846,措备辑备,2017-11-27,0
846,措备辑备,2017-11-28,0
846,措备辑备,2017-11-29,0
846,措备辑备,2017-11-30,0
846,措备辑备,2017-12-01,0
846,措备辑备,2017-12-02,0
846,措备辑备,2017-12-03,0
846,措备辑备,2017-12-04,0
846,措备辑备,2017-12-05,0
846,措备辑备,2017-12-06,0
846,措备辑备,2017-12-07,0
846,措备辑备,2017-12-08,0
846,措备辑备,2017-12-09,0
846,措备辑备,2017-12-10,0
846,措备辑备,2017-12-11,0
846,措备辑备,2017-12-12,0
846,措备辑备,2017-12-13,0
846,措备辑备,2017-12-14,0
846,措备辑备,2017-12-15,0
846,措备辑备,2017-12-16,0
846,措备辑备,2017-12-17,0
846,措备辑备,2017-12-18,0
846,措备辑备,2017-12-19,0
846,措备辑备,2017-12-20,0
846,措备辑备,2017-12-21,0
846,措备辑备,2017-12-22,0
846,措备辑备,2017-12-23,0
846,措备辑备,2017-12-24,12.5
846,措备辑备,2017-12-25,0
846,措备辑备,2017-12-26,0
846,措备辑备,2017-12-27,0
846,措备辑备,2017-12-28,0
846,措备辑备,2017-12-29,0
846,措备辑备,2017-12-30,0
846,措备辑备,2017-12-31,0
846,措备辑备,2018-01-01,0
846,措备辑备,2018-01-02,0
846,措备辑备,2018-01-03,0
846,措备辑备,2018-01-04,0
846,措备辑备,2018-01-05,0
846,措备辑备,2018-01-06,0
846,措备辑备,2018-01-07,0
846,措备辑备,2018-01-08,2
846,措备辑备,2018-01-09,0
846,措备辑备,2018-01-10,.5
846,措备辑备,2018-01-11,0
846,措备辑备,2018-01-12,0
846,措备辑备,2018-01-13,0
846,措备辑备,2018-01-14,0
846,措备辑备,2018-01-15,0
846,措备辑备,2018-01-16,9
846,措备辑备,2018-01-17,10
846,措备辑备,2018-01-18,0
846,措备辑备,2018-01-19,0
846,措备辑备,2018-01-20,0
846,措备辑备,2018-01-21,0
846,措备辑备,2018-01-22,0
846,措备辑备,2018-01-23,0
846,措备辑备,2018-01-24,0
846,措备辑备,2018-01-25,0
846,措备辑备,2018-01-26,0
846,措备辑备,2018-01-27,0
846,措备辑备,2018-01-28,0
846,措备辑备,2018-01-29,0
846,措备辑备,2018-01-30,0
846,措备辑备,2018-01-31,0
846,措备辑备,2018-02-01,0
846,措备辑备,2018-02-02,0
846,措备辑备,2018-02-03,0
846,措备辑备,2018-02-04,0
846,措备辑备,2018-02-05,0
846,措备辑备,2018-02-06,0
846,措备辑备,2018-02-07,0
846,措备辑备,2018-02-08,0
846,措备辑备,2018-02-09,0
846,措备辑备,2018-02-10,0
846,措备辑备,2018-02-11,0
846,措备辑备,2018-02-12,0
846,措备辑备,2018-02-13,0
846,措备辑备,2018-02-14,0
846,措备辑备,2018-02-15,0
846,措备辑备,2018-02-16,0
846,措备辑备,2018-02-17,0
846,措备辑备,2018-02-18,0
846,措备辑备,2018-02-19,0
846,措备辑备,2018-02-20,0
846,措备辑备,2018-02-21,0
846,措备辑备,2018-02-22,0
846,措备辑备,2018-02-23,0
846,措备辑备,2018-02-24,0
846,措备辑备,2018-02-25,0
846,措备辑备,2018-02-26,0
846,措备辑备,2018-02-27,0
846,措备辑备,2018-02-28,30
846,措备辑备,2018-03-01,0
846,措备辑备,2018-03-02,0
846,措备辑备,2018-03-03,0
846,措备辑备,2018-03-04,16.5
846,措备辑备,2018-03-05,11
846,措备辑备,2018-03-06,0
846,措备辑备,2018-03-07,10.5
846,措备辑备,2018-03-08,31
846,措备辑备,2018-03-09,0
846,措备辑备,2018-03-10,0
846,措备辑备,2018-03-11,0
846,措备辑备,2018-03-12,0
846,措备辑备,2018-03-13,0
846,措备辑备,2018-03-14,0
846,措备辑备,2018-03-15,10.5
846,措备辑备,2018-03-16,0
846,措备辑备,2018-03-17,0
846,措备辑备,2018-03-18,4
846,措备辑备,2018-03-19,29
846,措备辑备,2018-03-20,0
846,措备辑备,2018-03-21,11.5
846,措备辑备,2018-03-22,0
846,措备辑备,2018-03-23,0
846,措备辑备,2018-03-24,0
846,措备辑备,2018-03-25,0
846,措备辑备,2018-03-26,0
846,措备辑备,2018-03-27,0
846,措备辑备,2018-03-28,0
846,措备辑备,2018-03-29,0
846,措备辑备,2018-03-30,0
846,措备辑备,2018-03-31,0
846,措备辑备,2018-04-01,0
846,措备辑备,2018-04-02,0
846,措备辑备,2018-04-03,0
846,措备辑备,2018-04-04,16.5
846,措备辑备,2018-04-05,11.5
846,措备辑备,2018-04-06,20.5
846,措备辑备,2018-04-07,0
846,措备辑备,2018-04-08,0
846,措备辑备,2018-04-09,0
846,措备辑备,2018-04-10,0
846,措备辑备,2018-04-11,1.5
846,措备辑备,2018-04-12,0
846,措备辑备,2018-04-13,0
846,措备辑备,2018-04-14,19
846,措备辑备,2018-04-15,0
846,措备辑备,2018-04-16,0
846,措备辑备,2018-04-17,0
846,措备辑备,2018-04-18,0
846,措备辑备,2018-04-19,0
846,措备辑备,2018-04-20,0
846,措备辑备,2018-04-21,0
846,措备辑备,2018-04-22,.5
846,措备辑备,2018-04-23,41.5
846,措备辑备,2018-04-24,8
846,措备辑备,2018-04-25,0
846,措备辑备,2018-04-26,0
846,措备辑备,2018-04-27,0
846,措备辑备,2018-04-28,0
846,措备辑备,2018-04-29,0
846,措备辑备,2018-04-30,0
846,措备辑备,2018-05-01,0
846,措备辑备,2018-05-02,14
846,措备辑备,2018-05-03,0
846,措备辑备,2018-05-04,0
846,措备辑备,2018-05-05,0
846,措备辑备,2018-05-06,9.5
846,措备辑备,2018-05-07,22.5
846,措备辑备,2018-05-08,0
846,措备辑备,2018-05-09,0
846,措备辑备,2018-05-10,0
846,措备辑备,2018-05-11,0
846,措备辑备,2018-05-12,7.5
846,措备辑备,2018-05-13,3
846,措备辑备,2018-05-14,0
846,措备辑备,2018-05-15,0
846,措备辑备,2018-05-16,1
846,措备辑备,2018-05-17,0
846,措备辑备,2018-05-18,3.5
846,措备辑备,2018-05-19,0
846,措备辑备,2018-05-20,0
846,措备辑备,2018-05-21,0
846,措备辑备,2018-05-22,7
846,措备辑备,2018-05-23,23
846,措备辑备,2018-05-24,0
846,措备辑备,2018-05-25,0
846,措备辑备,2018-05-26,0
846,措备辑备,2018-05-27,0
846,措备辑备,2018-05-28,0
846,措备辑备,2018-05-29,0
846,措备辑备,2018-05-30,2.5
846,措备辑备,2018-05-31,0
846,措备辑备,2018-06-01,0
846,措备辑备,2018-06-02,0
846,措备辑备,2018-06-03,0
846,措备辑备,2018-06-04,0
846,措备辑备,2018-06-05,.5
846,措备辑备,2018-06-06,0
846,措备辑备,2018-06-07,0
846,措备辑备,2018-06-08,0
846,措备辑备,2018-06-09,0
846,措备辑备,2018-06-10,0
846,措备辑备,2018-06-11,18.5
846,措备辑备,2018-06-12,0
846,措备辑备,2018-06-13,0
846,措备辑备,2018-06-14,0
846,措备辑备,2018-06-15,0
846,措备辑备,2018-06-16,0
846,措备辑备,2018-06-17,0
846,措备辑备,2018-06-18,0
846,措备辑备,2018-06-19,1
846,措备辑备,2018-06-20,0
846,措备辑备,2018-06-21,0
846,措备辑备,2018-06-22,0
846,措备辑备,2018-06-23,0
846,措备辑备,2018-06-24,0
846,措备辑备,2018-06-25,0
846,措备辑备,2018-06-26,.5
846,措备辑备,2018-06-27,78.5
846,措备辑备,2018-06-28,23
846,措备辑备,2018-06-29,0
846,措备辑备,2018-06-30,9.5
846,措备辑备,2018-07-01,20.5
846,措备辑备,2018-07-02,60.5
846,措备辑备,2018-07-03,18
846,措备辑备,2018-07-04,23
846,措备辑备,2018-07-05,12
846,措备辑备,2018-07-06,.5
846,措备辑备,2018-07-07,0
846,措备辑备,2018-07-08,0
846,措备辑备,2018-07-09,10
846,措备辑备,2018-07-10,0
846,措备辑备,2018-07-11,0
846,措备辑备,2018-07-12,0
846,措备辑备,2018-07-13,0
846,措备辑备,2018-07-14,0
846,措备辑备,2018-07-15,0
846,措备辑备,2018-07-16,0
846,措备辑备,2018-07-17,0
846,措备辑备,2018-07-18,0
846,措备辑备,2018-07-19,0
846,措备辑备,2018-07-20,0
846,措备辑备,2018-07-21,0
846,措备辑备,2018-07-22,0
846,措备辑备,2018-07-23,0
846,措备辑备,2018-07-24,0
846,措备辑备,2018-07-25,0
846,措备辑备,2018-07-26,0
846,措备辑备,2018-07-27,0
846,措备辑备,2018-07-28,0
846,措备辑备,2018-07-29,0
846,措备辑备,2018-07-30,0
846,措备辑备,2018-07-31,0
846,措备辑备,2018-08-01,0
846,措备辑备,2018-08-02,0
846,措备辑备,2018-08-03,0
846,措备辑备,2018-08-04,0
846,措备辑备,2018-08-05,0
846,措备辑备,2018-08-06,15.5
846,措备辑备,2018-08-07,.5
846,措备辑备,2018-08-08,0
846,措备辑备,2018-08-09,0
846,措备辑备,2018-08-10,58.5
846,措备辑备,2018-08-11,0
846,措备辑备,2018-08-12,1.5
846,措备辑备,2018-08-13,0
846,措备辑备,2018-08-14,0
846,措备辑备,2018-08-15,0
846,措备辑备,2018-08-16,2
846,措备辑备,2018-08-17,0
846,措备辑备,2018-08-18,0
846,措备辑备,2018-08-19,0
846,措备辑备,2018-08-20,0
846,措备辑备,2018-08-21,0
846,措备辑备,2018-08-22,0
846,措备辑备,2018-08-23,10
846,措备辑备,2018-08-24,7
846,措备辑备,2018-08-25,2
846,措备辑备,2018-08-26,87
846,措备辑备,2018-08-27,84
846,措备辑备,2018-08-28,8
846,措备辑备,2018-08-29,0
846,措备辑备,2018-08-30,.5
846,措备辑备,2018-08-31,34.5
846,措备辑备,2018-09-01,0
846,措备辑备,2018-09-02,0
846,措备辑备,2018-09-03,10.5
846,措备辑备,2018-09-04,39.5
846,措备辑备,2018-09-05,0
846,措备辑备,2018-09-06,0
846,措备辑备,2018-09-07,4.5
846,措备辑备,2018-09-08,0
846,措备辑备,2018-09-09,0
846,措备辑备,2018-09-10,2
846,措备辑备,2018-09-11,0
846,措备辑备,2018-09-12,0
846,措备辑备,2018-09-13,0
846,措备辑备,2018-09-14,13
846,措备辑备,2018-09-15,4.5
846,措备辑备,2018-09-16,0
846,措备辑备,2018-09-17,0
846,措备辑备,2018-09-18,0
846,措备辑备,2018-09-19,0
846,措备辑备,2018-09-20,6.5
846,措备辑备,2018-09-21,37.5
846,措备辑备,2018-09-22,0
846,措备辑备,2018-09-23,0
846,措备辑备,2018-09-24,0
846,措备辑备,2018-09-25,0
846,措备辑备,2018-09-26,0
846,措备辑备,2018-09-27,0
846,措备辑备,2018-09-28,0
846,措备辑备,2018-09-29,0
846,措备辑备,2018-09-30,0
846,措备辑备,2018-10-01,.5
846,措备辑备,2018-10-02,0
846,措备辑备,2018-10-03,0
846,措备辑备,2018-10-04,0
846,措备辑备,2018-10-05,71
846,措备辑备,2018-10-06,89.5
846,措备辑备,2018-10-07,0
846,措备辑备,2018-10-08,0
846,措备辑备,2018-10-09,0
846,措备辑备,2018-10-10,0
846,措备辑备,2018-10-11,0
846,措备辑备,2018-10-12,0
846,措备辑备,2018-10-13,0
846,措备辑备,2018-10-14,0
846,措备辑备,2018-10-15,0
846,措备辑备,2018-10-16,0
846,措备辑备,2018-10-17,0
846,措备辑备,2018-10-18,.5
846,措备辑备,2018-10-19,0
846,措备辑备,2018-10-20,0
846,措备辑备,2018-10-21,0
846,措备辑备,2018-10-22,0
846,措备辑备,2018-10-23,0
846,措备辑备,2018-10-24,0
846,措备辑备,2018-10-25,0
846,措备辑备,2018-10-26,6.5
846,措备辑备,2018-10-27,0
846,措备辑备,2018-10-28,.5
846,措备辑备,2018-10-29,1
846,措备辑备,2018-10-30,0
846,措备辑备,2018-10-31,0
846,措备辑备,2018-11-01,0
846,措备辑备,2018-11-02,0
846,措备辑备,2018-11-03,0
846,措备辑备,2018-11-04,0
846,措备辑备,2018-11-05,0
846,措备辑备,2018-11-06,0
846,措备辑备,2018-11-07,0
846,措备辑备,2018-11-08,17.5
846,措备辑备,2018-11-09,0
846,措备辑备,2018-11-10,0
846,措备辑备,2018-11-11,1
846,措备辑备,2018-11-12,0
846,措备辑备,2018-11-13,0
846,措备辑备,2018-11-14,0
846,措备辑备,2018-11-15,0
846,措备辑备,2018-11-16,0
846,措备辑备,2018-11-17,0
846,措备辑备,2018-11-18,0
846,措备辑备,2018-11-19,0
846,措备辑备,2018-11-20,0
846,措备辑备,2018-11-21,0
846,措备辑备,2018-11-22,0
846,措备辑备,2018-11-23,0
846,措备辑备,2018-11-24,0
846,措备辑备,2018-11-25,0
846,措备辑备,2018-11-26,0
846,措备辑备,2018-11-27,0
846,措备辑备,2018-11-28,0
846,措备辑备,2018-11-29,0
846,措备辑备,2018-11-30,0
846,措备辑备,2018-12-01,0
846,措备辑备,2018-12-02,0
846,措备辑备,2018-12-03,0
846,措备辑备,2018-12-04,16.5
846,措备辑备,2018-12-05,0
846,措备辑备,2018-12-06,2
846,措备辑备,2018-12-07,0
846,措备辑备,2018-12-08,0
846,措备辑备,2018-12-09,0
846,措备辑备,2018-12-10,0
846,措备辑备,2018-12-11,1.5
846,措备辑备,2018-12-12,0
846,措备辑备,2018-12-13,0
846,措备辑备,2018-12-14,0
846,措备辑备,2018-12-15,0
846,措备辑备,2018-12-16,.5
846,措备辑备,2018-12-17,0
846,措备辑备,2018-12-18,0
846,措备辑备,2018-12-19,0
846,措备辑备,2018-12-20,0
846,措备辑备,2018-12-21,0
846,措备辑备,2018-12-22,0
846,措备辑备,2018-12-23,1.5
846,措备辑备,2018-12-24,0
846,措备辑备,2018-12-25,0
846,措备辑备,2018-12-26,0
846,措备辑备,2018-12-27,0
846,措备辑备,2018-12-28,0
846,措备辑备,2018-12-29,0
846,措备辑备,2018-12-30,0
846,措备辑备,2018-12-31,0
846,措备辑备,2019-01-01,0
846,措备辑备,2019-01-02,0
846,措备辑备,2019-01-03,0
846,措备辑备,2019-01-04,0
846,措备辑备,2019-01-05,0
846,措备辑备,2019-01-06,0
846,措备辑备,2019-01-07,0
846,措备辑备,2019-01-08,0
846,措备辑备,2019-01-09,0
846,措备辑备,2019-01-10,0
846,措备辑备,2019-01-11,0
846,措备辑备,2019-01-12,0
846,措备辑备,2019-01-13,0
846,措备辑备,2019-01-14,0
846,措备辑备,2019-01-15,0
846,措备辑备,2019-01-16,0
846,措备辑备,2019-01-17,0
846,措备辑备,2019-01-18,0
846,措备辑备,2019-01-19,0
846,措备辑备,2019-01-20,0
846,措备辑备,2019-01-21,0
846,措备辑备,2019-01-22,0
846,措备辑备,2019-01-23,0
846,措备辑备,2019-01-24,0
846,措备辑备,2019-01-25,0
846,措备辑备,2019-01-26,0
846,措备辑备,2019-01-27,0
846,措备辑备,2019-01-28,0
846,措备辑备,2019-01-29,0
846,措备辑备,2019-01-30,0
846,措备辑备,2019-01-31,0
846,措备辑备,2019-02-01,0
846,措备辑备,2019-02-02,0
846,措备辑备,2019-02-03,0
846,措备辑备,2019-02-04,0
846,措备辑备,2019-02-05,0
846,措备辑备,2019-02-06,0
846,措备辑备,2019-02-07,0
846,措备辑备,2019-02-08,0
846,措备辑备,2019-02-09,0
846,措备辑备,2019-02-10,0
846,措备辑备,2019-02-11,0
846,措备辑备,2019-02-12,0
846,措备辑备,2019-02-13,0
846,措备辑备,2019-02-14,0
846,措备辑备,2019-02-15,0
846,措备辑备,2019-02-16,0
846,措备辑备,2019-02-17,0
846,措备辑备,2019-02-18,0
846,措备辑备,2019-02-19,0
846,措备辑备,2019-02-20,0
846,措备辑备,2019-02-21,0
846,措备辑备,2019-02-22,0
846,措备辑备,2019-02-23,0
846,措备辑备,2019-02-24,0
846,措备辑备,2019-02-25,0
846,措备辑备,2019-02-26,0
846,措备辑备,2019-03-01,0
846,措备辑备,2019-03-02,0
846,措备辑备,2019-03-03,0
846,措备辑备,2019-03-04,0
846,措备辑备,2019-03-05,0
846,措备辑备,2019-03-06,0
846,措备辑备,2019-03-07,0
846,措备辑备,2019-03-08,0
846,措备辑备,2019-03-09,0
846,措备辑备,2019-03-10,9.5
846,措备辑备,2019-03-11,1
846,措备辑备,2019-03-12,0
846,措备辑备,2019-03-13,0
846,措备辑备,2019-03-14,0
846,措备辑备,2019-03-15,.5
846,措备辑备,2019-03-16,0
846,措备辑备,2019-03-17,0
846,措备辑备,2019-03-18,0
846,措备辑备,2019-03-19,0
846,措备辑备,2019-03-20,8
846,措备辑备,2019-03-21,0
846,措备辑备,2019-03-22,0
846,措备辑备,2019-03-23,1
846,措备辑备,2019-03-24,0
846,措备辑备,2019-03-25,0
846,措备辑备,2019-03-26,0
846,措备辑备,2019-03-27,0
846,措备辑备,2019-03-28,0
846,措备辑备,2019-03-29,0
846,措备辑备,2019-03-30,2.5
846,措备辑备,2019-03-31,0
846,措备辑备,2019-04-01,0
